0,while im probably center or slightly right i have to completely 100 disagree with right wing conservatives on the environment yes weve been able to feed our 8 billion population but at an enormous environmental cost just in my area we dont have clean water streams ran dry aquifers have run dry many species are disappearing fast world wide salmon and other fish populations are being decimated which means killers whales and other fish eating mammals are dying at shocking rates we are slashing and burning millions of acres of forest and crucial animal habitat for palm oil exotic lumber oil drillingetc its absolutely mind blowing to see animals going extinct before our eyes tigers orangutans gorillas lions elephantsall these iconic animals are hanging on by a thread they have almost no natural habitat left animals have very little habitat left to hunt and live without being in danger by humans im sick just thinking about the damage weve done its only because of the absolute dedication by a small number of caring conservationists working diligently behind the scenes that keep animals from disappearing completely sea otters beavers buffalo condors etcwere in the edge of extinction in a dire situation the population have grown because of these efforts most people in the world just dont care to be honest were polluting our water depleting ground water like crazy we arent doing nearly enough yes we do consume way too much material things we need legislature to stop plastic packaging we need to push for clean energy where possible and feasible we need scientists to come up with more solutions and better ones not just screaming teenagers we need solutions that will work and can be easily implemented around the world dont pretend everything is fine because its really not if every country consumed as much as the average american wed be in some real trouble sad to say we are extremely lucky most of the developing world consumes a tiny fraction that we do here
0,when is ben going to talk about kari lake and abe hammdeh trial and the future of our election system
0,if you do t bell say comm on ma
0,i heard joe wants to hug you ben
0,those five republican congressmen obviously have something to gain what that is is probably financial gain follow the money and youll see it maybe george soros something hell he made a s ton of money off blm republicans in congress cant seem to get out of their own f way its like my dad used to tell me son you are your own worst enemy and by the way kevin mccarthy is my congressman i support the guy i know his background and these other republicans
0,new year new problems woke progressive leftists
0,the republican party wont change if the pissed off base continues to back them up to fend off the dems we tried asking them to be better they ignored us now theyre facing the consequences everything is collapsing anyways so the focus is on repairing the party to be able to be effective after the collapse when itll matter most
0,why should they green light a rino like mccarthy the people dont want him its the ones voting for mccarthy as speaker that arent doing the will of their constituents
0,thank god that false prophetpope is dead hell be burning in hell
0, 
0,eternal 
0,the democrats dont care about what people think of them ben why would they when people like you let them get away with rigging elections
0,if donald trump runs for president we will see a blue wave he nearly destroyed this country and western civilization last time
0,that ladys hair looks like absolute dog 
0,ben can you hire closed caption maker i am korean i am a your big fen but i can not understand your contents 
0,i dont believe in god but i hate this woke delusional stuff more so what can we do stupid phones
0,my wife is a doctor and now i own a puppy
0,i cant wait to see pictures of bens cane corso puppy jk idk what kind of dog he has but i hope its massive for some reason
0,you said that 2022 was going to be a bad year for the left
0,welcome back ben i missed you and the rest of the gang
0,titanic clashfirst an extrapolation of a metaphor not a mixed metaphor then a word play tie inahhh ben punny and doesnt even know it
0,youre wrong mccarthy and mcconnell are establishment sheepdogs and nothing will happen to these traitorous globalists with these looser republicans who lead us down this current road and are the reason why americans hate republicans
0,while i can see why youre saying about tate your analysis of him is incorrect imo ive heard countless hours of him talking about these topics and i you might be surprised by how much you two might have in common though i do see what you said about his prescriptions i dont disagree necessarily just not sure yet
0,it never ceases to amaze me how similar the nbcmsnbc radical progressives women look sound all are obese poorly groomed dusky loud and present every topic negatively i wonder if they bathe regularly
0,the only thing republicans have going for them is that they are not complete insane lunatics as the democrats are but when it comes to being corrupt incompetent selfcentered nation destroying hacks both republican and democrats are on the same footing
0,nice
0,yeah and we all know that when companies get screwed by the government it down on the consumer and the employees what a joke its all being done to break the dollar to the best of my knowledge the dollar has been broken since the 911attack we are on borrowed time and time is running out hopefully you have a good home builtin israel i told you already the republicans are in on this scam they are all despots all i can say is i told you so
0,bloomberg did the same thing and when he came back he yelled at the press who called him on his trip that he is the mayor not the sanitation director
0,ask chip roy
0,welcome to america
0,the pope vs isis gta 6 lets go
0,it is the way
0,the truth is out of style mc 2000 foot jesus
0,everything in this duel matrix is the battle going on i do not care for tate who is being morpheus and gains money by their agenda he is part of a group that starts shit probably paid by soros or some illuminati he knows if he backs down they can strip of financially
0,is this live 
0,a man can get multiple wife if he can afford them there is nothing wrong with that
0,the usa is good if you had walked in cities or on the streets of europe with the one you have on your head you probably would not have survived muslims would have done something terrible
0,60s 70s paul ehrlich theorist henry kissinger implementer 
0,holy got the tate description wrong there ben
0,the earth needs to get past 10 billion population we need to stop being lied to
0,ben nov 2022 red wave ben jan 2023 blue decline lol wishful thinking likely wrong again the blue has figured out the voting
0,why cant this guy just shave his head paint himself purple and be done with it
0,kill the 75k page tax code pass hr25
0,ben you said that people would be sick of the secular agenda of the left and show that in the midterms either you were wrong or there was more cheating or both
0,god is the author of creation caring for it is a sacred calling but we can only do that with capitalism free fair trade objectively ben pollution the greenhouse effect unsustainable agriculture desertification etc is a problem but capitalism is about endless innovation to adapt improve thrive the marxists dont get it should not have academic degrees they are mentally ill they are not problem solvers they are totalitarian constructivists capitalism is not a cancer it is a natural law method to respond express ourselves optimally in terms of what we value the possibilities we dream of to make tangible
0,retired pope we just zooming past how this is not supposed to be a thing a pope is supposed to keep the post until they leave the earthit kinda defeats the propositiongod chose this person to be his vesselbut the guy can what then just say im tired lets do another smoke thing like there is a reason he was the first pope in like over 600 years to just retire maybe this is just political and not legit afterall hence why im a believer but not a catholicwe dont need to deify glorified politicians as god themselves
0,im sorry but joseph ratzingers legacy will always be that of the man most responsible for stifling the investigation and prosecution of pedophile priests
0,what kind of puppy
0,i will love you forever lissete
0,make america great again so i can say the n word
0,weird how there are so many bots that dont seem to serve a purpose one theory is that they flag the channel when they get reported there are also the ones with the avatars for some reason
0,yes tradition 
0,ive been saying that about hollywood for 10 years 
0, everything seems to be trending in favor of the left the midterms the bi partisan legislative wins for the president the relative successdraw of the mid terms the presidents approval rating ticking up the stock market going to bounceeconomic improvement etc etcbut i feel like its going to reverse because of idkvibes facts dont care about feelings
0,the week without bens podcast was very boring
0,this nonsense was brought to western civilization by the woke americans you guys really suck as a superpower i am south african we have more than enough challenging issues to deal with why dont you all follow the canadians and form a freedom convoy and go and help the january 6th people who are being held in captivity illegally
0,homosexuality isnt evil but judaism and christianity are in fact evil
0,stop showing the old clown face brandon biden 
